OG0023537	GCA_000149555.1_ASM14955v1_protein.faa_EWG37512.1																										
OG0023538	GCA_000149555.1_ASM14955v1_protein.faa_EWG37515.1																										
OG0023539	GCA_000149555.1_ASM14955v1_protein.faa_EWG37516.1																										
OG0023540	GCA_000149555.1_ASM14955v1_protein.faa_EWG37519.1																										
OG0023541	GCA_000149555.1_ASM14955v1_protein.faa_EWG37524.1																										
OG0023542	GCA_000149555.1_ASM14955v1_protein.faa_EWG37550.1																										
OG0023543	GCA_000149555.1_ASM14955v1_protein.faa_EWG37586.1																										
OG0023544	GCA_000149555.1_ASM14955v1_protein.faa_EWG37620.1																										
OG0023545	GCA_000149555.1_ASM14955v1_protein.faa_EWG37679.1																										
OG0023546	GCA_000149555.1_ASM14955v1_protein.faa_EWG37818.1																										
OG0023547	GCA_000149555.1_ASM14955v1_protein.faa_EWG37821.1																										
OG0023548	GCA_000149555.1_ASM14955v1_protein.faa_EWG37834.1																										
OG0023549	GCA_000149555.1_ASM14955v1_protein.faa_EWG37851.1																										
OG0023550	GCA_000149555.1_ASM14955v1_protein.faa_EWG37869.1																										
OG0023551	GCA_000149555.1_ASM14955v1_protein.faa_EWG37902.1																										
OG0023552	GCA_000149555.1_ASM14955v1_protein.faa_EWG37903.1																										
OG0023553	GCA_000149555.1_ASM14955v1_protein.faa_EWG37914.1																										
OG0023554	GCA_000149555.1_ASM14955v1_protein.faa_EWG37961.1																										
OG0023555	GCA_000149555.1_ASM14955v1_protein.faa_EWG37977.1																										
OG0023556	GCA_000149555.1_ASM14955v1_protein.faa_EWG37999.1																										
OG0023557	GCA_000149555.1_ASM14955v1_protein.faa_EWG38010.1																										
OG0023558	GCA_000149555.1_ASM14955v1_protein.faa_EWG38025.1																										
OG0023559	GCA_000149555.1_ASM14955v1_protein.faa_EWG38064.1																										
OG0023560	GCA_000149555.1_ASM14955v1_protein.faa_EWG38095.1																										
OG0023561	GCA_000149555.1_ASM14955v1_protein.faa_EWG38103.1																										
OG0023562	GCA_000149555.1_ASM14955v1_protein.faa_EWG38109.1																										
OG0023563	GCA_000149555.1_ASM14955v1_protein.faa_EWG38121.1																										
OG0023564	GCA_000149555.1_ASM14955v1_protein.faa_EWG38127.1																										
OG0023565	GCA_000149555.1_ASM14955v1_protein.faa_EWG38129.1																										
OG0023566	GCA_000149555.1_ASM14955v1_protein.faa_EWG38167.1																										
OG0023567	GCA_000149555.1_ASM14955v1_protein.faa_EWG38184.1																										
OG0023568	GCA_000149555.1_ASM14955v1_protein.faa_EWG38265.1																										
OG0023569	GCA_000149555.1_ASM14955v1_protein.faa_EWG38293.1																										
OG0023570	GCA_000149555.1_ASM14955v1_protein.faa_EWG38302.1																										
OG0023571	GCA_000149555.1_ASM14955v1_protein.faa_EWG38303.1																										
OG0023572	GCA_000149555.1_ASM14955v1_protein.faa_EWG38314.1																										
OG0023573	GCA_000149555.1_ASM14955v1_protein.faa_EWG38318.1																										
OG0023574	GCA_000149555.1_ASM14955v1_protein.faa_EWG38403.1																										
OG0023575	GCA_000149555.1_ASM14955v1_protein.faa_EWG38422.1																										
OG0023576	GCA_000149555.1_ASM14955v1_protein.faa_EWG38490.1																										
OG0023577	GCA_000149555.1_ASM14955v1_protein.faa_EWG38498.1																										
OG0023578	GCA_000149555.1_ASM14955v1_protein.faa_EWG38540.1																										
OG0023579	GCA_000149555.1_ASM14955v1_protein.faa_EWG38568.1																										
OG0023580	GCA_000149555.1_ASM14955v1_protein.faa_EWG38611.1																										
OG0023581	GCA_000149555.1_ASM14955v1_protein.faa_EWG38651.1																										
OG0023582	GCA_000149555.1_ASM14955v1_protein.faa_EWG38652.1																										
OG0023583	GCA_000149555.1_ASM14955v1_protein.faa_EWG38653.1																										
OG0023584	GCA_000149555.1_ASM14955v1_protein.faa_EWG38659.1																										
OG0023585	GCA_000149555.1_ASM14955v1_protein.faa_EWG38661.1																										
OG0023586	GCA_000149555.1_ASM14955v1_protein.faa_EWG38662.1																										
OG0023587	GCA_000149555.1_ASM14955v1_protein.faa_EWG38687.1																										
OG0023588	GCA_000149555.1_ASM14955v1_protein.faa_EWG38698.1																										
OG0023589	GCA_000149555.1_ASM14955v1_protein.faa_EWG38704.1																										
OG0023590	GCA_000149555.1_ASM14955v1_protein.faa_EWG38706.1																										
OG0023591	GCA_000149555.1_ASM14955v1_protein.faa_EWG38715.1																										
OG0023592	GCA_000149555.1_ASM14955v1_protein.faa_EWG38740.1																										
OG0023593	GCA_000149555.1_ASM14955v1_protein.faa_EWG38749.1																										
OG0023594	GCA_000149555.1_ASM14955v1_protein.faa_EWG38773.1																										
OG0023595	GCA_000149555.1_ASM14955v1_protein.faa_EWG38781.1																										
OG0023596	GCA_000149555.1_ASM14955v1_protein.faa_EWG38782.1																										
OG0023597	GCA_000149555.1_ASM14955v1_protein.faa_EWG38798.1																										
OG0023598	GCA_000149555.1_ASM14955v1_protein.faa_EWG38804.1																										
OG0023599	GCA_000149555.1_ASM14955v1_protein.faa_EWG38808.1																										
OG0023600	GCA_000149555.1_ASM14955v1_protein.faa_EWG38820.1																										
OG0023601	GCA_000149555.1_ASM14955v1_protein.faa_EWG38954.1																										
OG0023602	GCA_000149555.1_ASM14955v1_protein.faa_EWG38966.1																										
OG0023603	GCA_000149555.1_ASM14955v1_protein.faa_EWG39009.1																										
OG0023604	GCA_000149555.1_ASM14955v1_protein.faa_EWG39011.1																										
OG0023605	GCA_000149555.1_ASM14955v1_protein.faa_EWG39042.1																										
OG0023606	GCA_000149555.1_ASM14955v1_protein.faa_EWG39090.1																										
OG0023607	GCA_000149555.1_ASM14955v1_protein.faa_EWG39117.1																										
OG0023608	GCA_000149555.1_ASM14955v1_protein.faa_EWG39124.1																										
OG0023609	GCA_000149555.1_ASM14955v1_protein.faa_EWG39232.1																										
OG0023610	GCA_000149555.1_ASM14955v1_protein.faa_EWG39237.1																										
OG0023611	GCA_000149555.1_ASM14955v1_protein.faa_EWG39272.1																										
OG0023612	GCA_000149555.1_ASM14955v1_protein.faa_EWG39275.1																										
OG0023613	GCA_000149555.1_ASM14955v1_protein.faa_EWG39279.1																										
OG0023614	GCA_000149555.1_ASM14955v1_protein.faa_EWG39317.1																										
OG0023615	GCA_000149555.1_ASM14955v1_protein.faa_EWG39359.1																										
OG0023616	GCA_000149555.1_ASM14955v1_protein.faa_EWG39364.1																										
OG0023617	GCA_000149555.1_ASM14955v1_protein.faa_EWG39383.1																										
OG0023618	GCA_000149555.1_ASM14955v1_protein.faa_EWG39432.1																										
OG0023619	GCA_000149555.1_ASM14955v1_protein.faa_EWG39445.1																										
OG0023620	GCA_000149555.1_ASM14955v1_protein.faa_EWG39490.1																										
OG0023621	GCA_000149555.1_ASM14955v1_protein.faa_EWG39491.1																										
OG0023622	GCA_000149555.1_ASM14955v1_protein.faa_EWG39492.1																										
OG0023623	GCA_000149555.1_ASM14955v1_protein.faa_EWG39493.1																										
OG0023624	GCA_000149555.1_ASM14955v1_protein.faa_EWG39536.1																										
OG0023625	GCA_000149555.1_ASM14955v1_protein.faa_EWG39552.1																										
OG0023626	GCA_000149555.1_ASM14955v1_protein.faa_EWG39557.1																										
OG0023627	GCA_000149555.1_ASM14955v1_protein.faa_EWG39605.1																										
OG0023628	GCA_000149555.1_ASM14955v1_protein.faa_EWG39608.1																										
OG0023629	GCA_000149555.1_ASM14955v1_protein.faa_EWG39642.1																										
OG0023630	GCA_000149555.1_ASM14955v1_protein.faa_EWG39643.1																										
OG0023631	GCA_000149555.1_ASM14955v1_protein.faa_EWG39691.1																										
OG0023632	GCA_000149555.1_ASM14955v1_protein.faa_EWG39744.1																										
OG0023633	GCA_000149555.1_ASM14955v1_protein.faa_EWG39762.1																										
OG0023634	GCA_000149555.1_ASM14955v1_protein.faa_EWG39773.1																										
OG0023635	GCA_000149555.1_ASM14955v1_protein.faa_EWG39807.1																										
OG0023636	GCA_000149555.1_ASM14955v1_protein.faa_EWG39808.1																										
OG0023637	GCA_000149555.1_ASM14955v1_protein.faa_EWG39809.1																										
OG0023638	GCA_000149555.1_ASM14955v1_protein.faa_EWG39852.1																										
OG0023639	GCA_000149555.1_ASM14955v1_protein.faa_EWG39876.1																										
OG0023640	GCA_000149555.1_ASM14955v1_protein.faa_EWG39877.1																										
OG0023641	GCA_000149555.1_ASM14955v1_protein.faa_EWG39879.1																										
OG0023642	GCA_000149555.1_ASM14955v1_protein.faa_EWG39917.1																										
OG0023643	GCA_000149555.1_ASM14955v1_protein.faa_EWG39918.1																										
OG0023644	GCA_000149555.1_ASM14955v1_protein.faa_EWG39932.1																										
OG0023645	GCA_000149555.1_ASM14955v1_protein.faa_EWG39945.1																										
OG0023646	GCA_000149555.1_ASM14955v1_protein.faa_EWG39948.1																										
OG0023647	GCA_000149555.1_ASM14955v1_protein.faa_EWG39959.1																										
OG0023648	GCA_000149555.1_ASM14955v1_protein.faa_EWG40004.1																										
OG0023649	GCA_000149555.1_ASM14955v1_protein.faa_EWG40072.1																										
OG0023650	GCA_000149555.1_ASM14955v1_protein.faa_EWG40073.1																										
OG0023651	GCA_000149555.1_ASM14955v1_protein.faa_EWG40076.1																										
OG0023652	GCA_000149555.1_ASM14955v1_protein.faa_EWG40096.1																										
OG0023653	GCA_000149555.1_ASM14955v1_protein.faa_EWG40123.1																										
OG0023654	GCA_000149555.1_ASM14955v1_protein.faa_EWG40140.1																										
OG0023655	GCA_000149555.1_ASM14955v1_protein.faa_EWG40163.1																										
OG0023656	GCA_000149555.1_ASM14955v1_protein.faa_EWG40232.1																										
OG0023657	GCA_000149555.1_ASM14955v1_protein.faa_EWG40282.1																										
OG0023658	GCA_000149555.1_ASM14955v1_protein.faa_EWG40286.1																										
OG0023659	GCA_000149555.1_ASM14955v1_protein.faa_EWG40327.1																										
OG0023660	GCA_000149555.1_ASM14955v1_protein.faa_EWG40355.1																										
OG0023661	GCA_000149555.1_ASM14955v1_protein.faa_EWG40356.1																										
OG0023662	GCA_000149555.1_ASM14955v1_protein.faa_EWG40369.1																										
OG0023663	GCA_000149555.1_ASM14955v1_protein.faa_EWG40452.1																										
OG0023664	GCA_000149555.1_ASM14955v1_protein.faa_EWG40466.1																										
OG0023665	GCA_000149555.1_ASM14955v1_protein.faa_EWG40468.1																										
OG0023666	GCA_000149555.1_ASM14955v1_protein.faa_EWG40472.1																										
OG0023667	GCA_000149555.1_ASM14955v1_protein.faa_EWG40473.1																										
OG0023668	GCA_000149555.1_ASM14955v1_protein.faa_EWG40474.1																										
OG0023669	GCA_000149555.1_ASM14955v1_protein.faa_EWG40510.1																										
OG0023670	GCA_000149555.1_ASM14955v1_protein.faa_EWG40557.1																										
OG0023671	GCA_000149555.1_ASM14955v1_protein.faa_EWG40561.1																										
OG0023672	GCA_000149555.1_ASM14955v1_protein.faa_EWG40567.1																										
OG0023673	GCA_000149555.1_ASM14955v1_protein.faa_EWG40577.1																										
OG0023674	GCA_000149555.1_ASM14955v1_protein.faa_EWG40648.1																										
OG0023675	GCA_000149555.1_ASM14955v1_protein.faa_EWG40681.1																										
OG0023676	GCA_000149555.1_ASM14955v1_protein.faa_EWG40694.1																										
OG0023677	GCA_000149555.1_ASM14955v1_protein.faa_EWG40731.1																										
OG0023678	GCA_000149555.1_ASM14955v1_protein.faa_EWG40752.1																										
OG0023679	GCA_000149555.1_ASM14955v1_protein.faa_EWG40803.1																										
OG0023680	GCA_000149555.1_ASM14955v1_protein.faa_EWG40817.1																										
OG0023681	GCA_000149555.1_ASM14955v1_protein.faa_EWG40840.1																										
OG0023682	GCA_000149555.1_ASM14955v1_protein.faa_EWG40851.1																										
OG0023683	GCA_000149555.1_ASM14955v1_protein.faa_EWG40852.1																										
OG0023684	GCA_000149555.1_ASM14955v1_protein.faa_EWG40868.1																										
OG0023685	GCA_000149555.1_ASM14955v1_protein.faa_EWG40902.1																										
OG0023686	GCA_000149555.1_ASM14955v1_protein.faa_EWG40906.1																										
OG0023687	GCA_000149555.1_ASM14955v1_protein.faa_EWG40907.1																										
OG0023688	GCA_000149555.1_ASM14955v1_protein.faa_EWG40928.1																										
OG0023689	GCA_000149555.1_ASM14955v1_protein.faa_EWG40980.1																										
OG0023690	GCA_000149555.1_ASM14955v1_protein.faa_EWG41000.1																										
OG0023691	GCA_000149555.1_ASM14955v1_protein.faa_EWG41014.1																										
OG0023692	GCA_000149555.1_ASM14955v1_protein.faa_EWG41015.1																										
OG0023693	GCA_000149555.1_ASM14955v1_protein.faa_EWG41022.1																										
OG0023694	GCA_000149555.1_ASM14955v1_protein.faa_EWG41023.1																										
OG0023695	GCA_000149555.1_ASM14955v1_protein.faa_EWG41024.1																										
OG0023696	GCA_000149555.1_ASM14955v1_protein.faa_EWG41025.1																										
OG0023697	GCA_000149555.1_ASM14955v1_protein.faa_EWG41030.1																										
OG0023698	GCA_000149555.1_ASM14955v1_protein.faa_EWG41031.1																										
OG0023699	GCA_000149555.1_ASM14955v1_protein.faa_EWG41054.1																										
OG0023700	GCA_000149555.1_ASM14955v1_protein.faa_EWG41131.1																										
OG0023701	GCA_000149555.1_ASM14955v1_protein.faa_EWG41145.1																										
OG0023702	GCA_000149555.1_ASM14955v1_protein.faa_EWG41290.1																										
OG0023703	GCA_000149555.1_ASM14955v1_protein.faa_EWG41291.1																										
OG0023704	GCA_000149555.1_ASM14955v1_protein.faa_EWG41329.1																										
OG0023705	GCA_000149555.1_ASM14955v1_protein.faa_EWG41338.1																										
OG0023706	GCA_000149555.1_ASM14955v1_protein.faa_EWG41358.1																										
OG0023707	GCA_000149555.1_ASM14955v1_protein.faa_EWG41359.1																										
OG0023708	GCA_000149555.1_ASM14955v1_protein.faa_EWG41360.1																										
OG0023709	GCA_000149555.1_ASM14955v1_protein.faa_EWG41363.1																										
OG0023710	GCA_000149555.1_ASM14955v1_protein.faa_EWG41432.1																										
OG0023711	GCA_000149555.1_ASM14955v1_protein.faa_EWG41449.1																										
OG0023712	GCA_000149555.1_ASM14955v1_protein.faa_EWG41451.1																										
OG0023713	GCA_000149555.1_ASM14955v1_protein.faa_EWG41462.1																										
OG0023714	GCA_000149555.1_ASM14955v1_protein.faa_EWG41499.1																										
OG0023715	GCA_000149555.1_ASM14955v1_protein.faa_EWG41503.1																										
OG0023716	GCA_000149555.1_ASM14955v1_protein.faa_EWG41517.1																										
OG0023717	GCA_000149555.1_ASM14955v1_protein.faa_EWG41524.1																										
OG0023718	GCA_000149555.1_ASM14955v1_protein.faa_EWG41539.1																										
OG0023719	GCA_000149555.1_ASM14955v1_protein.faa_EWG41566.1																										
OG0023720	GCA_000149555.1_ASM14955v1_protein.faa_EWG41586.1																										
OG0023721	GCA_000149555.1_ASM14955v1_protein.faa_EWG41741.1																										
OG0023722	GCA_000149555.1_ASM14955v1_protein.faa_EWG41743.1																										
OG0023723	GCA_000149555.1_ASM14955v1_protein.faa_EWG41787.1																										
OG0023724	GCA_000149555.1_ASM14955v1_protein.faa_EWG41874.1																										
OG0023725	GCA_000149555.1_ASM14955v1_protein.faa_EWG41904.1																										
OG0023726	GCA_000149555.1_ASM14955v1_protein.faa_EWG41926.1																										
OG0023727	GCA_000149555.1_ASM14955v1_protein.faa_EWG41976.1																										
OG0023728	GCA_000149555.1_ASM14955v1_protein.faa_EWG41983.1																										
OG0023729	GCA_000149555.1_ASM14955v1_protein.faa_EWG42036.1																										
OG0023730	GCA_000149555.1_ASM14955v1_protein.faa_EWG42037.1																										
OG0023731	GCA_000149555.1_ASM14955v1_protein.faa_EWG42062.1																										
OG0023732	GCA_000149555.1_ASM14955v1_protein.faa_EWG42065.1																										
OG0023733	GCA_000149555.1_ASM14955v1_protein.faa_EWG42066.1																										
OG0023734	GCA_000149555.1_ASM14955v1_protein.faa_EWG42115.1																										
OG0023735	GCA_000149555.1_ASM14955v1_protein.faa_EWG42133.1																										
OG0023736	GCA_000149555.1_ASM14955v1_protein.faa_EWG42158.1																										
OG0023737	GCA_000149555.1_ASM14955v1_protein.faa_EWG42159.1																										
OG0023738	GCA_000149555.1_ASM14955v1_protein.faa_EWG42182.1																										
OG0023739	GCA_000149555.1_ASM14955v1_protein.faa_EWG42204.1																										
OG0023740	GCA_000149555.1_ASM14955v1_protein.faa_EWG42221.1																										
OG0023741	GCA_000149555.1_ASM14955v1_protein.faa_EWG42223.1																										
OG0023742	GCA_000149555.1_ASM14955v1_protein.faa_EWG42260.1																										
OG0023743	GCA_000149555.1_ASM14955v1_protein.faa_EWG42284.1																										
OG0023744	GCA_000149555.1_ASM14955v1_protein.faa_EWG42338.1																										
OG0023745	GCA_000149555.1_ASM14955v1_protein.faa_EWG42342.1																										
OG0023746	GCA_000149555.1_ASM14955v1_protein.faa_EWG42391.1																										
OG0023747	GCA_000149555.1_ASM14955v1_protein.faa_EWG42415.1																										
OG0023748	GCA_000149555.1_ASM14955v1_protein.faa_EWG42491.1																										
OG0023749	GCA_000149555.1_ASM14955v1_protein.faa_EWG42514.1																										
OG0023750	GCA_000149555.1_ASM14955v1_protein.faa_EWG42516.1																										
OG0023751	GCA_000149555.1_ASM14955v1_protein.faa_EWG42517.1																										
OG0023752	GCA_000149555.1_ASM14955v1_protein.faa_EWG42545.1																										
OG0023753	GCA_000149555.1_ASM14955v1_protein.faa_EWG42564.1																										
OG0023754	GCA_000149555.1_ASM14955v1_protein.faa_EWG42585.1																										
OG0023755	GCA_000149555.1_ASM14955v1_protein.faa_EWG42598.1																										
OG0023756	GCA_000149555.1_ASM14955v1_protein.faa_EWG42624.1																										
OG0023757	GCA_000149555.1_ASM14955v1_protein.faa_EWG42659.1																										
OG0023758	GCA_000149555.1_ASM14955v1_protein.faa_EWG42687.1																										
OG0023759	GCA_000149555.1_ASM14955v1_protein.faa_EWG42698.1																										
OG0023760	GCA_000149555.1_ASM14955v1_protein.faa_EWG42724.1																										
OG0023761	GCA_000149555.1_ASM14955v1_protein.faa_EWG42725.1																										
OG0023762	GCA_000149555.1_ASM14955v1_protein.faa_EWG42759.1																										
OG0023763	GCA_000149555.1_ASM14955v1_protein.faa_EWG42772.1																										
OG0023764	GCA_000149555.1_ASM14955v1_protein.faa_EWG42816.1																										
OG0023765	GCA_000149555.1_ASM14955v1_protein.faa_EWG42825.1																										
OG0023766	GCA_000149555.1_ASM14955v1_protein.faa_EWG42903.1																										
OG0023767	GCA_000149555.1_ASM14955v1_protein.faa_EWG42952.1																										
OG0023768	GCA_000149555.1_ASM14955v1_protein.faa_EWG42953.1																										
OG0023769	GCA_000149555.1_ASM14955v1_protein.faa_EWG42957.1																										
OG0023770	GCA_000149555.1_ASM14955v1_protein.faa_EWG43024.1																										
OG0023771	GCA_000149555.1_ASM14955v1_protein.faa_EWG43038.1																										
OG0023772	GCA_000149555.1_ASM14955v1_protein.faa_EWG43110.1																										
OG0023773	GCA_000149555.1_ASM14955v1_protein.faa_EWG43215.1																										
OG0023774	GCA_000149555.1_ASM14955v1_protein.faa_EWG43218.1																										
OG0023775	GCA_000149555.1_ASM14955v1_protein.faa_EWG43269.1																										
OG0023776	GCA_000149555.1_ASM14955v1_protein.faa_EWG43297.1																										
OG0023777	GCA_000149555.1_ASM14955v1_protein.faa_EWG43315.1																										
OG0023778	GCA_000149555.1_ASM14955v1_protein.faa_EWG43318.1																										
OG0023779	GCA_000149555.1_ASM14955v1_protein.faa_EWG43330.1																										
OG0023780	GCA_000149555.1_ASM14955v1_protein.faa_EWG43331.1																										
OG0023781	GCA_000149555.1_ASM14955v1_protein.faa_EWG43375.1																										
OG0023782	GCA_000149555.1_ASM14955v1_protein.faa_EWG43383.1																										
OG0023783	GCA_000149555.1_ASM14955v1_protein.faa_EWG43438.1																										
OG0023784	GCA_000149555.1_ASM14955v1_protein.faa_EWG43447.1																										
OG0023785	GCA_000149555.1_ASM14955v1_protein.faa_EWG43581.1																										
OG0023786	GCA_000149555.1_ASM14955v1_protein.faa_EWG43595.1																										
OG0023787	GCA_000149555.1_ASM14955v1_protein.faa_EWG43626.1																										
OG0023788	GCA_000149555.1_ASM14955v1_protein.faa_EWG43747.1																										
OG0023789	GCA_000149555.1_ASM14955v1_protein.faa_EWG43758.1																										
OG0023790	GCA_000149555.1_ASM14955v1_protein.faa_EWG43770.1																										
OG0023791	GCA_000149555.1_ASM14955v1_protein.faa_EWG43786.1																										
OG0023792	GCA_000149555.1_ASM14955v1_protein.faa_EWG43787.1																										
OG0023793	GCA_000149555.1_ASM14955v1_protein.faa_EWG43788.1																										
OG0023794	GCA_000149555.1_ASM14955v1_protein.faa_EWG43789.1																										
OG0023795	GCA_000149555.1_ASM14955v1_protein.faa_EWG43792.1																										
OG0023796	GCA_000149555.1_ASM14955v1_protein.faa_EWG43875.1																										
OG0023797	GCA_000149555.1_ASM14955v1_protein.faa_EWG43919.1																										
OG0023798	GCA_000149555.1_ASM14955v1_protein.faa_EWG43943.1																										
OG0023799	GCA_000149555.1_ASM14955v1_protein.faa_EWG43974.1																										
OG0023800	GCA_000149555.1_ASM14955v1_protein.faa_EWG43983.1																										
OG0023801	GCA_000149555.1_ASM14955v1_protein.faa_EWG43985.1																										
OG0023802	GCA_000149555.1_ASM14955v1_protein.faa_EWG44003.1																										
OG0023803	GCA_000149555.1_ASM14955v1_protein.faa_EWG44025.1																										
OG0023804	GCA_000149555.1_ASM14955v1_protein.faa_EWG44037.1																										
